Term,Course Code,Course Number,Section Number,Title,Instructor,A,A-,B+,B,B-,C+,C,C-,D+,D,F,I,W,AU,CR,NC,X,NR,IP,Total,GPA
Fall 2012,HST,101,11,World Civilizations,"Geisler, Irene E",3,1,8,9,2,0,0,2,0,2,2,0,2,0,0,0,0,0,0,31,2.76
Fall 2012,HST,101,12,World Civilizations,"Price, Barton Edward",14,5,5,6,3,2,0,1,1,1,2,0,4,0,0,0,0,0,0,44,3.14
Fall 2012,HST,101,13,World Civilizations,"Childress, Micah D",2,6,5,7,5,2,6,2,0,3,3,0,3,0,0,0,0,0,0,44,2.54
Fall 2012,HST,101,14,World Civilizations,"Price, Barton Edward",21,7,4,3,1,4,0,2,1,0,1,0,1,0,0,0,0,0,0,45,3.38
Fall 2012,HST,101,15,World Civilizations,"Herbert, Christopher",0,3,7,5,5,2,1,0,2,1,2,0,4,0,0,0,0,0,0,32,2.6
Fall 2012,HST,102,2,European Civilizations,"Warber, Samantha M",5,6,8,6,3,5,9,1,0,0,1,0,0,0,0,0,0,0,0,44,2.86
Fall 2012,HST,102,4,European Civilizations,"Warber, Samantha M",5,3,5,2,4,4,6,3,4,6,0,0,3,0,0,0,0,0,0,45,2.43
Fall 2012,HST,102,5,European Civilizations,"Hendershot, Gillian",1,4,14,11,5,4,1,3,0,0,2,0,0,0,0,0,0,0,0,45,2.84
Fall 2012,HST,102,6,European Civilizations,"Galbraith, Gretchen R",4,6,7,5,5,1,1,0,0,1,0,0,0,0,0,0,0,0,0,30,3.17
Fall 2012,HST,102,7,European Civilizations,"Chapman, Alice L",3,4,6,7,6,2,4,1,2,3,3,0,4,0,0,0,0,0,0,45,2.53
Fall 2012,HST,102,8,European Civilizations,"Kelleher, Frances A",12,6,2,3,1,0,2,1,0,1,1,0,1,0,0,0,0,0,0,30,3.28
Fall 2012,HST,102,9,European Civilizations,"Kelleher, Frances A",10,3,7,4,0,0,3,0,1,1,0,0,1,0,0,0,0,0,0,30,3.26
Fall 2012,HST,103,1,American Civilizations,"Koenig, Joshua D",5,6,2,3,8,4,4,2,2,3,5,0,1,0,0,0,0,0,0,45,2.4
Fall 2012,HST,103,2,American Civilizations,"Murphy, Paul",1,3,4,12,5,6,4,4,1,0,3,0,0,0,0,0,0,0,0,43,2.5
Fall 2012,HST,103,4,American Civilizations,"Koenig, Joshua D",15,7,0,4,4,3,3,1,1,2,1,0,4,0,0,0,0,0,0,45,3.09
Fall 2012,HST,103,5,American Civilizations,"Tripp, Steve E",14,6,10,5,1,2,4,1,0,0,1,0,1,0,0,0,0,0,0,45,3.25
Fall 2012,HST,103,6,American Civilizations,"Koenig, Joshua D",13,8,6,5,6,2,3,1,0,0,0,0,1,0,0,0,0,0,0,45,3.29
Fall 2012,HST,103,7,American Civilizations,"Koenig, Joshua D",8,10,4,8,4,1,3,2,1,2,1,0,1,0,0,0,0,0,0,45,3
Fall 2012,HST,103,8,American Civilizations,"Butterfield, Shane M",9,4,5,9,2,4,2,3,2,0,4,0,1,0,0,0,0,0,0,45,2.74
Fall 2012,HST,103,9,American Civilizations,"Zwart, David E",6,12,9,8,2,4,1,0,0,1,1,0,1,0,0,0,0,0,0,45,3.18
Fall 2012,HST,103,10,American Civilizations,"Butterfield, Shane M",10,10,8,5,4,2,1,0,1,0,3,0,1,0,0,0,0,0,0,45,3.12
Fall 2012,HST,103,11,American Civilizations,"Butterfield, Shane M",9,8,8,9,4,2,0,1,2,0,1,0,0,0,0,0,0,0,0,44,3.15
Fall 2012,HST,103,12,American Civilizations,"Stabler, Scott L",3,2,3,12,3,4,5,1,1,0,4,0,4,0,0,0,0,0,0,42,2.52
Fall 2012,HST,103,13,American Civilizations,"Gottlieb, Gabriele",5,7,4,12,8,1,2,1,0,2,0,0,1,0,0,0,0,0,0,43,3.02
Fall 2012,HST,103,14,American Civilizations,"Price, Barton Edward",15,8,7,7,3,1,1,2,0,0,0,0,1,0,0,0,0,0,0,45,3.4
Fall 2012,HST,103,15,American Civilizations,"Price, Barton Edward",12,3,3,2,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,24,3.61
Fall 2012,HST,103,16,American Civilizations,"Gottlieb, Gabriele",11,4,6,9,3,1,2,0,0,1,2,0,4,0,0,0,0,0,0,43,3.1
Fall 2012,HST,200,1,SWS Wom&Gen: Early Mod Europe,"Coolidge, Grace E",2,1,2,8,3,4,3,1,0,3,1,0,3,0,0,0,0,0,0,31,2.51
Fall 2012,HST,200,2,SWS Capitalism/Culture,"Murphy, Paul",2,0,4,2,1,0,2,0,0,0,2,0,3,0,0,0,0,0,0,16,2.61
Fall 2012,HST,203,1,SWS World History to 1500 A.D.,"Grace, Philip",2,1,4,8,6,2,4,1,0,2,1,0,0,0,0,0,0,0,0,31,2.63
Fall 2012,HST,203,2,SWS World History to 1500 A.D.,"Hendershot, Gillian",0,4,4,12,1,3,0,0,1,1,3,0,2,0,1,0,0,0,0,32,2.62
Fall 2012,HST,203,3,SWS World History to 1500 A.D.,"Grace, Philip",1,5,5,8,2,6,2,1,1,2,0,0,0,0,0,0,0,0,0,33,2.76
Fall 2012,HST,203,4,SWS World History to 1500 A.D.,"Grace, Philip",4,3,3,3,4,4,7,1,1,0,1,0,0,0,0,0,0,0,0,31,2.68
Fall 2012,HST,203,5,SWS World History to 1500 A.D.,"Shan, Fuliang P",2,12,8,4,2,2,0,0,0,0,0,0,3,0,0,0,0,0,0,33,3.36
Fall 2012,HST,203,6,SWS World History to 1500 A.D.,"Shan, Fuliang P",4,7,10,5,2,3,0,0,0,0,0,2,0,0,0,0,0,0,0,33,3.3
Fall 2012,HST,204,1,SWS World History since 1500,"Crouthamel, Jason P",6,2,5,9,2,2,1,1,0,0,1,0,1,0,0,0,0,0,0,30,3.06
Fall 2012,HST,204,2,SWS World History since 1500,"Hendershot, Gillian",4,6,7,9,1,1,1,0,0,1,0,0,3,0,0,0,0,0,0,33,3.21
Fall 2012,HST,204,3,World History since 1500,"Wangdi, Yosay",1,1,4,4,3,2,2,0,0,1,2,0,0,0,0,0,0,0,0,20,2.53
Fall 2012,HST,204,4,SWS World History since 1500,"Wangdi, Yosay",1,4,10,13,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,32,3.06
Fall 2012,HST,204,5,SWS World History since 1500,"Eaton, David A",0,2,0,1,1,2,3,0,0,1,0,0,7,0,0,0,0,0,0,17,2.47
Fall 2012,HST,204,6,SWS World History since 1500,"Wangdi, Yosay",2,1,6,9,4,4,2,1,1,0,1,0,0,0,0,0,0,0,0,31,2.76
Fall 2012,HST,205,1,SWS American History to 1877,"Childress, Micah D",0,6,3,7,7,5,3,1,0,1,0,0,0,0,0,0,0,0,0,33,2.79
Fall 2012,HST,205,2,SWS American History to 1877,"Montagna, Douglas",6,8,5,6,5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,32,3.21
Fall 2012,HST,205,3,SWS American History to 1877,"O'Neill, Sean P",2,1,0,10,4,6,5,1,0,0,1,1,0,0,0,0,0,0,0,31,2.6
Fall 2012,HST,205,4,SWS American History to 1877,"O'Neill, Sean P",3,0,3,8,5,9,3,0,0,0,1,0,0,0,0,0,0,0,0,32,2.69
Fall 2012,HST,205,5,SWS American History to 1877,"Childress, Micah D",3,3,4,5,3,4,5,2,0,3,0,0,1,0,0,0,0,0,0,33,2.66
Fall 2012,HST,205,6,SWS American History to 1877,"Stabler, Scott L",7,4,6,4,3,2,2,1,0,0,1,0,3,0,0,0,0,0,0,33,3.1
Fall 2012,HST,206,1,SWS American HST since 1877,"Murphy, Paul",1,0,5,7,8,6,3,2,0,0,0,0,1,0,0,0,0,0,0,33,2.7
Fall 2012,HST,206,2,SWS American HST since 1877,"Butterfield, Shane M",5,5,13,3,3,0,1,1,0,0,2,0,0,0,0,0,0,0,0,33,3.1
Fall 2012,HST,206,3,SWS American HST since 1877,"Daley, Matthew L",23,8,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,33,3.92
Fall 2012,HST,206,4,SWS Amer History since 1877,"Rosales, Steven",14,7,6,2,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,33,3.57
Fall 2012,HST,206,5,SWS Amer History since 1877,"Rosales, Steven",5,10,4,3,4,0,1,0,1,0,0,0,2,0,0,0,0,0,0,30,3.33
Fall 2012,HST,207,1,SWS Euro Civ to Later Mid Ages,"Chapman, Alice L",4,3,2,9,2,3,3,1,0,0,3,0,3,0,0,0,0,0,0,33,2.69
Fall 2012,HST,211,1,SWS History of Islamic Civ,"Lingwood, Chad G",1,7,9,9,3,1,1,0,0,0,0,0,2,0,0,0,0,0,0,33,3.19
Fall 2012,HST,211,2,SWS History of Islamic Civ,"Goode, James F",0,2,7,2,2,0,5,2,0,6,0,0,4,0,0,0,0,0,0,30,2.36
Fall 2012,HST,290,1,Research Methods in History,"Underwood, Kathleen H",5,7,3,3,4,1,0,0,0,0,2,0,1,0,0,0,0,0,0,26,3.12
Fall 2012,HST,311,1,U.S. Religious History,"Montagna, Douglas",6,6,3,5,3,1,0,0,0,1,0,0,4,0,0,0,0,0,0,29,3.3
Fall 2012,HST,316,1,US Civil Rights Movement Hst,"Moore, Louis A",7,8,3,2,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,23,3.58
Fall 2012,HST,317,1,SWS Hst Amer Foreign Relatns,"Herbert, Christopher",1,6,4,5,4,2,0,1,1,0,2,0,2,0,0,0,0,0,0,28,2.8
Fall 2012,HST,317,2,Hst of Amer Foreign Relations,"Goode, James F",1,1,4,2,0,1,8,3,0,4,0,0,5,0,0,0,0,0,0,29,2.26
Fall 2012,HST,317,3,SWS Hst of Amer Foreign Relat,"Goode, James F",2,1,1,5,3,2,3,4,2,1,1,0,4,0,0,0,0,0,0,29,2.36
Fall 2012,HST,323,1,Michigan History,"Daley, Matthew L",9,14,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,3.71
Fall 2012,HST,325,1,Topics in the History of Sport,"Tripp, Steve E",8,4,3,6,1,2,1,0,0,0,1,0,3,0,0,0,0,0,0,29,3.23
Fall 2012,HST,325,2,Topics in the History of Sport,"Moore, Louis A",7,3,9,3,4,2,0,0,0,0,0,0,1,0,1,0,0,0,0,30,3.33
Fall 2012,HST,325,3,Topics in the History of Sport,"Gottlieb, Gabriele",8,3,5,8,1,0,1,0,0,0,1,0,2,0,0,0,0,0,0,29,3.27
Fall 2012,HST,327,1,United States Urban Society,"Childress, Micah D",3,7,2,4,3,3,2,0,0,1,2,0,1,0,0,0,0,0,0,28,2.83
Fall 2012,HST,331,1,Modern Latin America,"Huner, Michael Kennet",2,2,1,2,0,1,1,2,0,0,3,0,4,0,0,0,0,0,0,18,2.31
Fall 2012,HST,333,1,Modern China,"Shan, Fuliang P",3,14,5,2,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,28,3.46
Fall 2012,HST,334,1,The Making of the Caribbean,"Stark, David M",2,1,0,3,2,2,1,1,0,1,0,0,1,0,0,0,0,0,0,14,2.72
Fall 2012,HST,337,1,The Age of Islamic Empire,"Lingwood, Chad G",3,6,5,7,2,1,1,0,0,0,2,0,2,0,0,0,0,0,0,29,3.01
Fall 2012,HST,339,1,Modern Iran,"Lingwood, Chad G",1,5,4,5,7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,24,3.05
Fall 2012,HST,342,1,Hst of East Asian Religions,"Wangdi, Yosay",0,5,7,7,0,1,1,1,0,0,3,0,1,0,0,0,0,0,0,26,2.74
Fall 2012,HST,343,1,History of South Africa,"Eaton, David A",1,6,1,5,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,18,2.91
Fall 2012,HST,351,1,Ancient Rome,"Morison, William S",5,8,5,7,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,30,3.32
Fall 2012,HST,364,1,Renais/Reforma Europe,"Smither, James R",7,2,2,4,2,0,0,0,0,0,1,0,4,0,0,0,0,0,0,22,3.3
Fall 2012,HST,370,1,SWS Hst of Medicine and Health,"Shapiro Shapin, Carol",7,9,7,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,27,3.52
Fall 2012,HST,370,2,SWS Hst of Medicine and Health,"Shapiro Shapin, Carol",6,13,4,2,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,29,3.51
Fall 2012,HST,371,1,American Manhood,"Tripp, Steve E",5,4,3,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,18,3.32
Fall 2012,HST,372,1,From Slavery to Freedom,"Stark, David M",3,3,2,0,4,5,1,0,0,0,1,0,0,0,0,0,0,0,0,19,2.84
Fall 2012,HST,376,1,History of Witches,"Coolidge, Grace E",1,8,1,6,3,3,3,2,0,0,0,0,2,0,0,0,0,0,0,29,2.94
Fall 2012,HST,377,1,History of Warfare,"Smither, James R",6,5,1,4,1,0,0,0,0,0,3,1,5,0,0,0,0,0,0,26,3.03
Fall 2012,HST,377,2,History of Warfare,"Grace, Philip",4,6,0,5,1,5,1,0,3,1,1,0,1,0,0,0,0,0,0,28,2.75
Fall 2012,HST,377,3,History of Warfare,"Smither, James R",2,1,2,5,4,0,1,0,0,0,1,0,8,0,0,0,0,0,0,24,2.88
Fall 2012,HST,380,6,Ireland and the Irish,"Baier, Jochen",4,3,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,13,3.61
Fall 2012,HST,380,7,Local/Archival Technique,"Daley, Matthew L",9,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,3.95
Fall 2012,HST,386,1,SWS 20th Century Europe,"Kelleher, Frances A",11,3,0,2,1,1,2,1,0,0,0,0,2,0,0,0,0,0,0,23,3.42
Fall 2012,HST,386,2,SWS 20th Century Europe,"Crouthamel, Jason P",6,1,5,6,1,1,2,1,1,0,1,0,4,0,0,1,0,0,0,30,2.97
Fall 2012,HST,389,1,Russian History,"Cole, Edward A",1,5,7,2,1,2,5,0,2,0,0,0,4,0,0,0,0,0,0,29,2.86
Fall 2012,HST,495,1,Reading History,"Cole, Edward A",8,5,1,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,20,3.36
Fall 2012,HTM,101,1,Fundamentals of HTM,"Longstreet, Christoph",6,10,9,4,5,3,1,1,1,1,0,0,0,0,0,0,0,0,0,41,3.15
Fall 2012,HTM,101,2,Fundamentals of HTM,"Jack, Kristen T",4,14,7,4,5,2,4,1,1,0,1,0,0,0,0,0,0,0,0,43,3.07
Fall 2012,HTM,101,3,Fundamentals of HTM,"Scantlebury, Michael",9,13,8,8,0,2,0,0,1,0,1,0,0,0,1,0,0,0,0,43,3.34
Fall 2012,HTM,101,4,Fundamentals of HTM,"Scantlebury, Michael",4,15,8,5,1,0,0,1,1,1,2,1,1,0,0,0,0,0,0,40,3.15
Fall 2012,HTM,175,2,Intl Food and Culture,"Baker-Clark, Charles",6,4,10,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,24,3.45
Fall 2012,HTM,175,3,Intl Food and Culture,"Adams Bousson, Alliso",7,7,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,3.53
Fall 2012,HTM,175,4,Intl Food and Culture,"Adams Bousson, Alliso",0,5,1,6,3,4,2,0,1,0,1,0,1,0,0,0,0,0,0,24,2.71
Fall 2012,HTM,175,5,Intl Food and Culture,"Baker-Clark, Charles",6,7,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,19,3.48
Fall 2012,HTM,190,1,Field Preparation,"Zemmol, Gail A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,25,.
Fall 2012,HTM,190,2,Field Preparation,"Sisson, Lisa G",0,0,0,0,0,0,0,0,0,0,0,0,1,0,21,0,0,0,0,22,.
Fall 2012,HTM,190,3,Field Preparation,"Zemmol, Gail A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2,0,0,0,25,.
Fall 2012,HTM,190,4,Field Preparation,"Rangel, Kimberly C",0,0,0,0,0,0,0,0,0,0,0,1,0,0,24,0,0,0,0,25,.
Fall 2012,HTM,202,1,International Tourism,"Gleason, Mark P",21,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,3.9
Fall 2012,HTM,202,2,International Tourism,"Gleason, Mark P",16,4,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,23,3.74
Fall 2012,HTM,202,3,International Tourism,"Stansbie, Paul M",0,9,6,7,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,26,3.21
Fall 2012,HTM,213,1,Intro Food & Beverage Mgmt,"Kelbel, Laurie",8,10,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,24,3.48
Fall 2012,HTM,213,2,Intro Food & Beverage Mgmt,"Kelbel, Laurie",7,8,2,0,2,3,0,2,0,0,0,0,0,0,0,0,0,0,0,24,3.33
Fall 2012,HTM,213,3,Intro Food & Beverage Mgmt,"Robins, Robert R",16,7,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,27,3.71
Fall 2012,HTM,222,1,Intro to Lodging Management,"Sciarini, Michael P",16,5,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,24,3.68
Fall 2012,HTM,222,2,Intro to Lodging Management,"Sciarini, Michael P",15,5,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,25,3.66
Fall 2012,HTM,222,3,Intro to Lodging Management,"Zuber, Duane D",6,10,1,4,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,24,3.47
Fall 2012,HTM,235,1,Tourism & Comm Rec Systms,"Rood, Scott",6,7,2,3,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,23,3.19
Fall 2012,HTM,235,2,Tourism & Comm Rec Systms,"Rood, Scott",5,5,4,2,2,2,1,2,0,0,1,0,1,0,0,0,0,0,0,25,3.05
Fall 2012,HTM,240,1,Intro Meeting & Event Mgmt,"Janes, Patricia Louis",12,2,0,5,1,1,1,0,0,1,0,0,2,0,0,0,0,0,0,25,3.41
Fall 2012,HTM,240,3,Intro Meeting & Event Mgmt,"Sciarini, Michael P",18,3,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,3.79
Fall 2012,HTM,240,4,Intro Meeting & Event Mgmt,"Zemmol, Gail A",1,6,6,2,4,3,1,0,0,0,1,0,0,0,0,0,0,0,0,24,2.99
Fall 2012,HTM,250,10,Food Production & Kitchen Mgmt,"Robins, Robert R",0,1,1,2,4,1,1,1,0,1,0,0,0,0,0,0,0,0,0,12,2.57
Fall 2012,HTM,253,1,Convention Sales and Service,"Jack, Kristen T",0,10,6,5,1,0,2,0,0,0,0,0,2,0,0,0,0,0,0,26,3.27
Fall 2012,HTM,253,2,Convention Sales and Service,"Janes, Patricia Louis",4,8,4,6,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,25,3.43
Fall 2012,HTM,253,3,Convention Sales and Service,"Janes, Patricia Louis",3,0,4,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,13,2.97
Fall 2012,HTM,268,1,Adventure Tourism,"Robins, Robert R",3,7,6,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,3.4
Fall 2012,HTM,268,2,Adventure Tourism,"Robins, Robert R",16,4,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,24,3.83
Fall 2012,HTM,290,1,Field Experience I,"Stansbie, Amanda J",6,11,2,1,0,0,0,0,0,0,0,7,5,0,0,0,0,0,0,32,3.72
Fall 2012,HTM,318,1,Responsible Beverage Mgt,"Adams Bousson, Alliso",0,0,2,3,6,1,2,0,0,1,1,0,2,0,0,0,0,0,0,18,2.44
Fall 2012,HTM,323,1,Festival & Special Event Mgmt,"Zemmol, Gail A",7,6,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3.69
Fall 2012,HTM,333,1,Property Management,"McCready, Mark A",1,8,2,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18,3.34
Fall 2012,HTM,343,1,SWS Human Resource Management,"Zemmol, Gail A",4,4,4,3,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,23,3.16
Fall 2012,HTM,343,2,SWS Human Resource Management,"Lipford, John W",3,6,5,4,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,26,3.18
Fall 2012,HTM,343,3,SWS Human Resource Management,"Sisson, Lisa G",1,3,7,2,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,19,2.99
Fall 2012,HTM,361,1,Hospitality Law and Legis,"Lipford, John W",0,2,1,4,2,3,4,1,0,1,0,0,0,0,0,0,0,0,0,18,2.54
Fall 2012,HTM,361,2,Hospitality Law and Legis,"Lipford, John W",5,5,4,6,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,25,3.23
Fall 2012,HTM,361,3,Hospitality Law and Legis,"Lipford, John W",3,4,4,5,1,2,2,1,3,0,1,0,0,0,0,0,0,0,0,26,2.77
Fall 2012,HTM,368,1,Geotourism,"Countryman, Cary C",3,2,5,2,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,15,3.28
Fall 2012,HTM,373,1,Hospitality Info Analysis,"Countryman, Cary C",7,3,5,7,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,25,3.36
Fall 2012,HTM,373,2,Hospitality Info Analysis,"Countryman, Cary C",3,3,4,1,0,2,4,0,0,1,0,0,3,0,0,0,0,0,0,21,2.94
Fall 2012,HTM,373,3,Hospitality Info Analysis,"Chang, Seohee",1,4,0,5,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,15,2.99
Fall 2012,HTM,375,1,Hospitality & Tourism Research,"Scantlebury, Michael",1,5,3,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,13,3.34
Fall 2012,HTM,380,1,Culinary Tourism,"Baker-Clark, Charles",13,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,16,4
Fall 2012,HTM,390,1,Field Experience II,"Stansbie, Amanda J",10,14,2,0,0,0,0,0,0,0,0,16,4,0,0,0,0,0,0,46,3.78
Fall 2012,HTM,440,1,Advanced Meeting & Event Mgmt,"Jack, Kristen T",3,4,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3.41
Fall 2012,HTM,452,1,Hospitality Marketing,"Chang, Seohee",2,9,6,5,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,24,3.3
Fall 2012,HTM,452,2,Hospitality Marketing,"Chang, Seohee",0,7,6,6,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,25,3.14
Fall 2012,HTM,490,1,Senior Internship,"Stansbie, Amanda J",6,7,2,1,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,25,3.72
Fall 2012,HTM,495,1,Hospitality Management,"Adams Bousson, Alliso",10,5,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,20,3.74
Fall 2012,HTM,495,2,Hospitality Management,"Sisson, Lisa G",5,5,7,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,21,3.41
Fall 2012,IR,380,1,International Issues,"Diven, Polly J",21,0,0,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,26,3.72
Fall 2012,IR,495,1,SWS Intl Relations Capstone,"Diven, Polly J",2,2,5,8,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,20,3.13
Fall 2012,IR,495,2,SWS Intl Relations Capstone,"Constantelos, John",2,2,5,2,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,14,3.38
Fall 2012,IS,380,12,Study Abroad,"Hambleton, Rebecca S",0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,82,.
Fall 2012,ITA,101,1,Elementary Italian I,"Licari, Gisella",6,6,1,5,2,0,0,1,0,1,0,0,2,0,0,0,0,0,0,24,3.3
Fall 2012,ITA,101,2,Elementary Italian I,"Bertoni, Delia L",3,6,6,1,5,5,0,1,1,1,0,0,1,0,0,0,0,0,0,30,2.97
Fall 2012,ITA,101,3,Elementary Italian I,"Licari, Gisella",7,3,5,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,17,3.48
Fall 2012,ITA,101,4,Elementary Italian I,"Licari, Gisella",8,5,4,2,1,0,0,0,0,0,1,0,3,0,0,0,0,0,0,24,3.45
Fall 2012,ITA,201,1,Intermediate Italian I,"Licari, Gisella",6,8,4,4,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,26,3.38
Fall 2012,ITA,201,2,Intermediate Italian I,"Bertoni, Delia L",5,7,3,0,2,4,0,0,0,0,0,0,1,0,0,0,0,0,0,22,3.35
Fall 2012,ITC,100,1,Intro Intercultural Competence,"McClinton, Regina",15,7,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,3.82
Fall 2012,ITC,100,2,Intro Intercultural Competence,"Jonaitis, Monique R",3,7,4,4,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,23,3.36
Fall 2012,ITC,100,3,Intro Intercultural Competence,"McClinton, Regina",12,8,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,3.77
Fall 2012,JPN,101,1,Elementary Japanese I,"Sakakibara, Keiko",6,0,2,3,3,0,3,1,0,0,1,0,2,0,1,0,0,0,0,22,2.92
Fall 2012,JPN,101,2,Elementary Japanese I,"Sakakibara, Keiko",4,5,1,2,0,1,4,1,1,3,4,0,1,0,0,0,0,0,0,27,2.31
Fall 2012,JPN,101,4,Elementary Japanese I,"Furuya, Kaori",6,2,0,1,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,13,3.37
Fall 2012,JPN,102,1,Elementary Japanese II,"Robinson, Jeremy R",2,0,0,7,0,2,1,0,1,2,0,0,0,0,0,0,0,0,0,15,2.59
Fall 2012,JPN,201,2,Intermediate Japanese I,"Furuya, Kaori",8,6,1,4,1,1,1,0,0,0,3,0,0,0,0,0,0,0,0,25,3.06
Fall 2012,LAS,210,2,Exploring Latin America,"Robles, Leandro M",2,6,11,6,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,28,3.35
Fall 2012,LAS,210,3,Exploring Latin America,"Robles, Leandro M",1,6,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,12,3.61
Fall 2012,LAS,380,1,Reading US Latino/Through Film,"Rosales, Steven",7,3,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3.55
Fall 2012,LAS,380,3,Human Rights in Latin America,"Robles, Leandro M",1,4,6,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,14,3.47
Fall 2012,LAT,101,1,Elementary Latin I,"Gruber, Gwendolyn M",5,6,1,1,0,2,2,4,0,1,1,0,6,0,0,0,0,0,0,29,2.82
Fall 2012,LAT,101,2,Elementary Latin I,"Morison, Melissa G",8,5,2,6,0,0,1,1,0,1,0,0,4,0,1,0,0,0,0,29,3.33
Fall 2012,LAT,201,1,Intermediate Latin I,"Anderson, Peter J",1,3,6,9,2,0,0,2,0,0,0,0,1,0,0,0,0,0,0,24,3.07
Fall 2012,LIB,100,1,Intro to Liberal Education,"Bailey, Colleen",8,11,5,0,3,0,0,0,0,1,1,0,1,0,0,0,0,0,0,30,3.39
Fall 2012,LIB,100,2,Intro to Liberal Education,"White, Jonathan R",14,6,5,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,30,3.7
Fall 2012,LIB,100,3,Intro to Liberal Education,"Baker-Boosamra, Melis",7,1,2,6,9,1,0,0,0,0,1,0,3,0,0,0,0,0,0,30,3.07
Fall 2012,LIB,100,4,Intro to Liberal Education,"Alderink, Gordon J",1,0,7,1,1,1,2,2,0,1,1,0,1,0,0,0,0,0,0,18,2.56
Fall 2012,LIB,100,5,Intro to Liberal Education,"Krohmer, Stanley F",15,11,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,3.76
